obs_ID,root_ID,SampleId,RootName,Tube,Location,Date,Time,Session,DataGatherer,BirthSession,DeathSession,TotLength_mm,TotProjArea_mm2,TotSurfArea_mm2,TotAvgDiam_mm,TotVolume_mm3,Length_mm,ProjArea_mm2,SurfArea_mm2,AvgDiam_mm,Volume_mm3,TipDiam,TipLivStatus,HighestOrder,ExtPathLength,Altitude,root_status
8_1_14_R1,1_14_R1,BRUROOTSTUDY2020_T001_L014_2020.11.23_112739_008_SAS.jpg,R1,1,14,2020.11.23,112739,8,SAS,5,0,44.2313,10.7913,33.9019,0.24397000000000002,2.8712,44.2313,10.7913,33.9019,0.24397000000000002,2.8712,1.3551,A,2,338,36,Alive
8_1_27_R9,1_27_R9,BRUROOTSTUDY2020_T001_L027_2020.11.23_112829_008_SAS.jpg,R9,1,27,2020.11.23,112829,8,SAS,4,0,42.5004,13.2319,41.5693,0.31134,4.271,42.5004,13.2319,41.5693,0.31134,4.271,0.542,A,2,128,18,Alive
5_10_9_R12,10_9_R12,BRUROOTSTUDY2020_T010_L009_2020.08.27_101306_005_SAS.jpg,R12,10,9,2020.08.27,101306,5,SAS,1,0,43.8112,15.7483,49.4748,0.35946,6.0647,43.8112,15.7483,49.4748,0.35946,6.0647,8.9436,A,2,98,25,Alive
6_10_9_R12,10_9_R12,BRUROOTSTUDY2020_T010_L009_2020.09.30_105138_006_SAS.jpg,R12,10,9,2020.09.30,105138,6,SAS,1,0,46.6582,14.3126,44.9645,0.30676000000000003,4.7416,46.6582,14.3126,44.9645,0.30676000000000003,4.7416,1.6261,A,2,140,25,Alive
1_11_23_R6,11_23_R6,BRUROOTSTUDY2020_T011_L023_2020.04.21_105458_001_SAS.jpg,R6,11,23,2020.04.21,105458,1,SAS,1,0,52.1593,13.8537,43.5227,0.2656,4.0598,52.1593,13.8537,43.5227,0.2656,4.0598,5.1494,A,2,194,18,Alive
2_11_19_R18,11_19_R18,BRUROOTSTUDY2020_T011_L019_2020.05.25_103825_002_SAS.jpg,R18,11,19,2020.05.25,103825,2,SAS,2,0,43.8693,16.3507,51.3672,0.37271,6.0572,43.8693,16.3507,51.3672,0.37271,6.0572,5.9624,A,1,147,24,Alive
2_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.05.25_103830_002_SAS.jpg,R24,11,20,2020.05.25,103830,2,SAS,2,0,53.2147,20.0519,62.995,0.37681,9.3239,53.2147,20.0519,62.995,0.37681,9.3239,7.3175,A,1,189,24,Alive
2_11_23_R6,11_23_R6,BRUROOTSTUDY2020_T011_L023_2020.05.25_103845_002_SAS.jpg,R6,11,23,2020.05.25,103845,2,SAS,1,0,50.5463,13.5477,42.5613,0.26803,4.0142,50.5463,13.5477,42.5613,0.26803,4.0142,5.1494,A,2,192,18,Alive
2_11_23_R16,11_23_R16,BRUROOTSTUDY2020_T011_L023_2020.05.25_103845_002_SAS.jpg,R16,11,23,2020.05.25,103845,2,SAS,2,0,43.5565,18.8159,59.1118,0.43199,9.5485,43.5565,18.8159,59.1118,0.43199,9.5485,8.1306,A,1,133,16,Alive
2_11_23_R20,11_23_R20,BRUROOTSTUDY2020_T011_L023_2020.05.25_103845_002_SAS.jpg,R20,11,23,2020.05.25,103845,2,SAS,2,0,43.7055,18.3984,57.8004,0.42096,9.3741,43.7055,18.3984,57.8004,0.42096,9.3741,8.4016,A,1,117,19,Alive
2_11_24_R29,11_24_R29,BRUROOTSTUDY2020_T011_L024_2020.05.25_103850_002_SAS.jpg,R29,11,24,2020.05.25,103850,2,SAS,2,0,47.6471,17.35,54.5067,0.36414,8.2347,47.6471,17.35,54.5067,0.36414,8.2347,1.6261,A,2,167,23,Alive
2_11_24_R31,11_24_R31,BRUROOTSTUDY2020_T011_L024_2020.05.25_103850_002_SAS.jpg,R31,11,24,2020.05.25,103850,2,SAS,2,0,46.7494,18.4701,58.0256,0.39509,9.1308,46.7494,18.4701,58.0256,0.39509,9.1308,8.4016,A,1,167,18,Alive
2_11_26_R18,11_26_R18,BRUROOTSTUDY2020_T011_L026_2020.05.25_103900_002_SAS.jpg,R18,11,26,2020.05.25,103900,2,SAS,2,0,50.1992,18.6655,58.6395,0.37183,8.4474,50.1992,18.6655,58.6395,0.37183,8.4474,8.4016,A,2,171,19,Alive
2_11_27_R23,11_27_R23,BRUROOTSTUDY2020_T011_L027_2020.05.25_103905_002_SAS.jpg,R23,11,27,2020.05.25,103905,2,SAS,2,0,74.8153,23.4349,73.6229,0.31324,10.1495,74.8153,23.4349,73.6229,0.31324,10.1495,5.9624,A,2,310,22,Alive
2_11_28_R3,11_28_R3,BRUROOTSTUDY2020_T011_L028_2020.05.25_103910_002_SAS.jpg,R3,11,28,2020.05.25,103910,2,SAS,1,0,54.1923,14.5515,45.7148,0.26852,3.7613,54.1923,14.5515,45.7148,0.26852,3.7613,4.6073,A,2,92,14,Alive
2_11_29_R1,11_29_R1,BRUROOTSTUDY2020_T011_L029_2020.05.25_103915_002_SAS.jpg,R1,11,29,2020.05.25,103915,2,SAS,1,0,51.8801,14.14,44.4222,0.27254999999999996,3.5894,51.8801,14.14,44.4222,0.27254999999999996,3.5894,2.4392,A,3,108,26,Alive
2_11_30_R13,11_30_R13,BRUROOTSTUDY2020_T011_L030_2020.05.25_103920_002_SAS.jpg,R13,11,30,2020.05.25,103920,2,SAS,2,0,41.573,10.9229,34.3152,0.26274000000000003,2.6479,41.573,10.9229,34.3152,0.26274000000000003,2.6479,3.7943,A,1,79,15,Alive
2_11_31_R1,11_31_R1,BRUROOTSTUDY2020_T011_L031_2020.05.25_103925_002_SAS.jpg,R1,11,31,2020.05.25,103925,2,SAS,1,0,48.5097,11.2095,35.2158,0.23108,2.2019,48.5097,11.2095,35.2158,0.23108,2.2019,2.9812,A,2,174,19,Alive
3_11_19_R18,11_19_R18,BRUROOTSTUDY2020_T011_L019_2020.06.25_100856_003_SAS.jpg,R18,11,19,2020.06.25,100856,3,SAS,2,0,44.095,16.2827,51.1537,0.36926000000000003,5.9837,44.095,16.2827,51.1537,0.36926000000000003,5.9837,1.3551,A,1,134,25,Alive
3_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.06.25_100901_003_SAS.jpg,R24,11,20,2020.06.25,100901,3,SAS,2,0,52.7382,20.3181,63.8312,0.38526,9.6322,52.7382,20.3181,63.8312,0.38526,9.6322,7.3175,A,1,207,25,Alive
3_11_22_R21,11_22_R21,BRUROOTSTUDY2020_T011_L022_2020.06.25_100911_003_SAS.jpg,R21,11,22,2020.06.25,100911,3,SAS,2,0,42.2205,14.0714,44.2065,0.33328,4.4714,42.2205,14.0714,44.2065,0.33328,4.4714,1.3551,A,2,94,21,Alive
3_11_22_R27,11_22_R27,BRUROOTSTUDY2020_T011_L022_2020.06.25_100911_003_SAS.jpg,R27,11,22,2020.06.25,100911,3,SAS,3,0,41.4317,16.2471,51.0419,0.39214000000000004,6.3351,41.4317,16.2471,51.0419,0.39214000000000004,6.3351,6.7755,A,1,108,16,Alive
3_11_23_R20,11_23_R20,BRUROOTSTUDY2020_T011_L023_2020.06.25_100916_003_SAS.jpg,R20,11,23,2020.06.25,100916,3,SAS,2,0,45.9119,19.0763,59.9301,0.41550000000000004,9.6246,45.9119,19.0763,59.9301,0.41550000000000004,9.6246,8.4016,A,1,130,20,Alive
3_11_24_R29,11_24_R29,BRUROOTSTUDY2020_T011_L024_2020.06.25_100921_003_SAS.jpg,R29,11,24,2020.06.25,100921,3,SAS,2,0,44.1741,16.5944,52.133,0.37566,7.8148,44.1741,16.5944,52.133,0.37566,7.8148,10.5698,A,2,170,19,Alive
3_11_24_R31,11_24_R31,BRUROOTSTUDY2020_T011_L024_2020.06.25_100921_003_SAS.jpg,R31,11,24,2020.06.25,100921,3,SAS,2,0,46.8172,18.5333,58.2239,0.39586,9.1402,46.8172,18.5333,58.2239,0.39586,9.1402,8.4016,A,1,166,18,Alive
3_11_24_R33,11_24_R33,BRUROOTSTUDY2020_T011_L024_2020.06.25_100921_003_SAS.jpg,R33,11,24,2020.06.25,100921,3,SAS,3,0,57.3237,19.4294,61.0393,0.33894,6.811,57.3237,19.4294,61.0393,0.33894,6.811,6.5045,A,2,148,21,Alive
3_11_25_R29,11_25_R29,BRUROOTSTUDY2020_T011_L025_2020.06.25_100926_003_SAS.jpg,R29,11,25,2020.06.25,100926,3,SAS,2,0,40.9557,16.3061,51.2272,0.39814,7.3639,40.9557,16.3061,51.2272,0.39814,7.3639,7.0465,A,1,177,19,Alive
3_11_26_R12,11_26_R12,BRUROOTSTUDY2020_T011_L026_2020.06.25_100931_003_SAS.jpg,R12,11,26,2020.06.25,100931,3,SAS,2,0,40.5305,16.8304,52.8743,0.41525,8.2842,40.5305,16.8304,52.8743,0.41525,8.2842,8.1306,A,2,196,21,Alive
3_11_26_R18,11_26_R18,BRUROOTSTUDY2020_T011_L026_2020.06.25_100931_003_SAS.jpg,R18,11,26,2020.06.25,100931,3,SAS,2,0,50.7086,18.7901,59.0309,0.37055,8.431,50.7086,18.7901,59.0309,0.37055,8.431,8.4016,A,2,171,19,Alive
3_11_27_R23,11_27_R23,BRUROOTSTUDY2020_T011_L027_2020.06.25_100936_003_SAS.jpg,R23,11,27,2020.06.25,100936,3,SAS,2,0,73.6211,23.2369,73.001,0.31562999999999997,10.1258,73.6211,23.2369,73.001,0.31562999999999997,10.1258,5.9624,A,2,326,22,Alive
3_11_28_R3,11_28_R3,BRUROOTSTUDY2020_T011_L028_2020.06.25_100941_003_SAS.jpg,R3,11,28,2020.06.25,100941,3,SAS,1,0,62.1548,15.8702,49.8577,0.25533,3.917,62.1548,15.8702,49.8577,0.25533,3.917,4.6073,A,2,128,15,Alive
3_11_29_R1,11_29_R1,BRUROOTSTUDY2020_T011_L029_2020.06.25_100946_003_SAS.jpg,R1,11,29,2020.06.25,100946,3,SAS,1,0,44.5122,12.6216,39.6521,0.28355,3.3251,44.5122,12.6216,39.6521,0.28355,3.3251,4.3363,A,2,82,26,Alive
3_11_30_R13,11_30_R13,BRUROOTSTUDY2020_T011_L030_2020.06.25_100951_003_SAS.jpg,R13,11,30,2020.06.25,100951,3,SAS,2,0,40.2637,10.5937,33.2809,0.26311,2.5762,40.2637,10.5937,33.2809,0.26311,2.5762,3.7943,A,1,67,15,Alive
3_11_31_R1,11_31_R1,BRUROOTSTUDY2020_T011_L031_2020.06.25_100956_003_SAS.jpg,R1,11,31,2020.06.25,100956,3,SAS,1,0,48.6551,10.9106,34.2766,0.22424,2.1128,48.6551,10.9106,34.2766,0.22424,2.1128,2.9812,A,2,128,20,Alive
4_11_19_R18,11_19_R18,BRUROOTSTUDY2020_T011_L019_2020.07.29_104341_004_SAS.jpg,R18,11,19,2020.07.29,104341,4,SAS,2,0,43.4927,16.1537,50.7483,0.37141,5.9633,43.4927,16.1537,50.7483,0.37141,5.9633,1.3551,A,1,132,22,Alive
4_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.07.29_104345_004_SAS.jpg,R24,11,20,2020.07.29,104345,4,SAS,2,0,53.1008,20.4309,64.1855,0.38476,9.6507,53.1008,20.4309,64.1855,0.38476,9.6507,7.3175,A,1,203,26,Alive
4_11_22_R21,11_22_R21,BRUROOTSTUDY2020_T011_L022_2020.07.29_104354_004_SAS.jpg,R21,11,22,2020.07.29,104354,4,SAS,2,0,42.912,14.2127,44.6504,0.3312,4.4942,42.912,14.2127,44.6504,0.3312,4.4942,1.3551,A,2,96,21,Alive
4_11_23_R20,11_23_R20,BRUROOTSTUDY2020_T011_L023_2020.07.29_104359_004_SAS.jpg,R20,11,23,2020.07.29,104359,4,SAS,2,0,46.4972,19.1557,60.1793,0.41197,9.6331,46.4972,19.1557,60.1793,0.41197,9.6331,8.4016,A,1,131,20,Alive
4_11_24_R29,11_24_R29,BRUROOTSTUDY2020_T011_L024_2020.07.29_104403_004_SAS.jpg,R29,11,24,2020.07.29,104403,4,SAS,2,0,44.1741,16.5944,52.133,0.37566,7.8148,44.1741,16.5944,52.133,0.37566,7.8148,10.5698,A,2,170,19,Alive
4_11_24_R31,11_24_R31,BRUROOTSTUDY2020_T011_L024_2020.07.29_104403_004_SAS.jpg,R31,11,24,2020.07.29,104403,4,SAS,2,0,46.8172,18.5333,58.2239,0.39586,9.1402,46.8172,18.5333,58.2239,0.39586,9.1402,8.4016,A,1,166,18,Alive
4_11_24_R33,11_24_R33,BRUROOTSTUDY2020_T011_L024_2020.07.29_104403_004_SAS.jpg,R33,11,24,2020.07.29,104403,4,SAS,3,0,57.3237,19.4294,61.0393,0.33894,6.811,57.3237,19.4294,61.0393,0.33894,6.811,6.5045,A,2,148,21,Alive
4_11_26_R12,11_26_R12,BRUROOTSTUDY2020_T011_L026_2020.07.29_104412_004_SAS.jpg,R12,11,26,2020.07.29,104412,4,SAS,2,0,42.5109,17.1127,53.7612,0.40255,8.316,42.5109,17.1127,53.7612,0.40255,8.316,8.1306,A,2,199,23,Alive
4_11_27_R23,11_27_R23,BRUROOTSTUDY2020_T011_L027_2020.07.29_104417_004_SAS.jpg,R23,11,27,2020.07.29,104417,4,SAS,2,0,71.6816,23.2255,72.965,0.32401,10.3065,71.6816,23.2255,72.965,0.32401,10.3065,5.9624,A,2,323,21,Alive
4_11_29_R52,11_29_R52,BRUROOTSTUDY2020_T011_L029_2020.07.29_104426_004_SAS.jpg,R52,11,29,2020.07.29,104426,4,SAS,3,0,42.6937,14.7934,46.4749,0.3465,4.9169,42.6937,14.7934,46.4749,0.3465,4.9169,2.4392,A,2,88,18,Alive
4_11_30_R13,11_30_R13,BRUROOTSTUDY2020_T011_L030_2020.07.29_104430_004_SAS.jpg,R13,11,30,2020.07.29,104430,4,SAS,2,0,40.2637,10.5937,33.2809,0.26311,2.5762,40.2637,10.5937,33.2809,0.26311,2.5762,3.7943,A,1,67,15,Alive
5_11_19_R18,11_19_R18,BRUROOTSTUDY2020_T011_L019_2020.08.27_101754_005_SAS.jpg,R18,11,19,2020.08.27,101754,5,SAS,2,0,44.0395,16.6421,52.2828,0.37789,6.1848,44.0395,16.6421,52.2828,0.37789,6.1848,5.9624,A,1,147,23,Alive
5_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.08.27_101758_005_SAS.jpg,R24,11,20,2020.08.27,101758,5,SAS,2,0,48.0789,18.6058,58.4519,0.38699,8.9553,48.0789,18.6058,58.4519,0.38699,8.9553,7.3175,A,1,174,21,Alive
5_11_22_R21,11_22_R21,BRUROOTSTUDY2020_T011_L022_2020.08.27_101806_005_SAS.jpg,R21,11,22,2020.08.27,101806,5,SAS,2,0,44.862,14.6384,45.9879,0.3263,4.6753,44.862,14.6384,45.9879,0.3263,4.6753,1.3551,A,2,100,21,Alive
5_11_23_R20,11_23_R20,BRUROOTSTUDY2020_T011_L023_2020.08.27_101810_005_SAS.jpg,R20,11,23,2020.08.27,101810,5,SAS,2,0,42.3587,17.413,54.7046,0.41109,8.7309,42.3587,17.413,54.7046,0.41109,8.7309,8.4016,A,1,114,20,Alive
5_11_24_R29,11_24_R29,BRUROOTSTUDY2020_T011_L024_2020.08.27_101814_005_SAS.jpg,R29,11,24,2020.08.27,101814,5,SAS,2,0,40.7851,15.7182,49.3801,0.38539,7.3372,40.7851,15.7182,49.3801,0.38539,7.3372,10.5698,A,2,130,15,Alive
5_11_24_R31,11_24_R31,BRUROOTSTUDY2020_T011_L024_2020.08.27_101814_005_SAS.jpg,R31,11,24,2020.08.27,101814,5,SAS,2,0,48.0581,18.8957,59.3625,0.39318,9.2414,48.0581,18.8957,59.3625,0.39318,9.2414,8.4016,A,2,160,18,Alive
5_11_24_R33,11_24_R33,BRUROOTSTUDY2020_T011_L024_2020.08.27_101814_005_SAS.jpg,R33,11,24,2020.08.27,101814,5,SAS,3,0,58.4174,19.5938,61.5558,0.33541,6.7605,58.4174,19.5938,61.5558,0.33541,6.7605,6.5045,A,2,185,20,Alive
5_11_25_R29,11_25_R29,BRUROOTSTUDY2020_T011_L025_2020.08.27_101818_005_SAS.jpg,R29,11,25,2020.08.27,101818,5,SAS,2,0,44.9838,17.4383,54.7842,0.38766,7.7719,44.9838,17.4383,54.7842,0.38766,7.7719,7.0465,A,2,199,20,Alive
5_11_26_R12,11_26_R12,BRUROOTSTUDY2020_T011_L026_2020.08.27_101822_005_SAS.jpg,R12,11,26,2020.08.27,101822,5,SAS,2,0,44.195,17.3589,54.5345,0.39278,8.3183,44.195,17.3589,54.5345,0.39278,8.3183,8.1306,A,2,218,24,Alive
5_11_26_R18,11_26_R18,BRUROOTSTUDY2020_T011_L026_2020.08.27_101822_005_SAS.jpg,R18,11,26,2020.08.27,101822,5,SAS,2,0,40.2869,17.3386,54.4709,0.43038,8.1519,40.2869,17.3386,54.4709,0.43038,8.1519,8.4016,A,2,141,19,Alive
5_11_27_R23,11_27_R23,BRUROOTSTUDY2020_T011_L027_2020.08.27_101826_005_SAS.jpg,R23,11,27,2020.08.27,101826,5,SAS,2,0,62.7598,20.3428,63.9088,0.32414,8.807,62.7598,20.3428,63.9088,0.32414,8.807,8.1306,A,2,239,21,Alive
5_11_28_R3,11_28_R3,BRUROOTSTUDY2020_T011_L028_2020.08.27_101830_005_SAS.jpg,R3,11,28,2020.08.27,101830,5,SAS,1,0,43.5698,12.2571,38.5069,0.28132,3.3324,43.5698,12.2571,38.5069,0.28132,3.3324,4.6073,A,2,85,11,Alive
5_11_29_R1,11_29_R1,BRUROOTSTUDY2020_T011_L029_2020.08.27_101834_005_SAS.jpg,R1,11,29,2020.08.27,101834,5,SAS,1,0,44.9773,12.7456,40.0414,0.28338,3.4169,44.9773,12.7456,40.0414,0.28338,3.4169,4.3363,A,2,91,22,Alive
5_11_29_R20,11_29_R20,BRUROOTSTUDY2020_T011_L029_2020.08.27_101834_005_SAS.jpg,R20,11,29,2020.08.27,101834,5,SAS,2,0,41.6977,10.2361,32.1577,0.24548,2.4103,41.6977,10.2361,32.1577,0.24548,2.4103,3.7943,A,2,140,22,Alive
5_11_29_R52,11_29_R52,BRUROOTSTUDY2020_T011_L029_2020.08.27_101834_005_SAS.jpg,R52,11,29,2020.08.27,101834,5,SAS,3,0,48.2402,15.9601,50.1401,0.33085,5.3174,48.2402,15.9601,50.1401,0.33085,5.3174,2.4392,A,2,117,15,Alive
5_11_30_R13,11_30_R13,BRUROOTSTUDY2020_T011_L030_2020.08.27_101838_005_SAS.jpg,R13,11,30,2020.08.27,101838,5,SAS,2,0,43.5351,11.4375,35.932,0.26272,2.8189,43.5351,11.4375,35.932,0.26272,2.8189,3.7943,A,1,103,16,Alive
5_11_31_R1,11_31_R1,BRUROOTSTUDY2020_T011_L031_2020.08.27_101842_005_SAS.jpg,R1,11,31,2020.08.27,101842,5,SAS,1,0,44.9445,8.8804,27.8987,0.19759,1.5719,44.9445,8.8804,27.8987,0.19759,1.5719,2.9812,A,2,154,22,Alive
6_11_19_R18,11_19_R18,BRUROOTSTUDY2020_T011_L019_2020.09.30_105620_006_SAS.jpg,R18,11,19,2020.09.30,105620,6,SAS,2,0,44.5087,16.4286,51.6118,0.36911,6.0271,44.5087,16.4286,51.6118,0.36911,6.0271,5.9624,A,1,149,23,Alive
6_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.09.30_105624_006_SAS.jpg,R24,11,20,2020.09.30,105624,6,SAS,2,0,45.9195,17.5578,55.1594,0.38236,8.414,45.9195,17.5578,55.1594,0.38236,8.414,7.3175,A,1,168,21,Alive
6_11_22_R21,11_22_R21,BRUROOTSTUDY2020_T011_L022_2020.09.30_105632_006_SAS.jpg,R21,11,22,2020.09.30,105632,6,SAS,2,0,45.0925,14.2297,44.704,0.31557,4.387,45.0925,14.2297,44.704,0.31557,4.387,1.3551,A,2,103,22,Alive
6_11_23_R20,11_23_R20,BRUROOTSTUDY2020_T011_L023_2020.09.30_105636_006_SAS.jpg,R20,11,23,2020.09.30,105636,6,SAS,2,0,42.2004,17.4792,54.9126,0.4142,8.7796,42.2004,17.4792,54.9126,0.4142,8.7796,1.8971,A,1,110,20,Alive
6_11_24_R31,11_24_R31,BRUROOTSTUDY2020_T011_L024_2020.09.30_105640_006_SAS.jpg,R31,11,24,2020.09.30,105640,6,SAS,2,0,43.8758,16.8979,53.0864,0.38513000000000003,8.1687,43.8758,16.8979,53.0864,0.38513000000000003,8.1687,8.4016,A,2,153,18,Alive
6_11_24_R33,11_24_R33,BRUROOTSTUDY2020_T011_L024_2020.09.30_105640_006_SAS.jpg,R33,11,24,2020.09.30,105640,6,SAS,3,0,58.5349,19.3828,60.8928,0.33113000000000004,6.6755,58.5349,19.3828,60.8928,0.33113000000000004,6.6755,6.5045,A,1,156,21,Alive
6_11_25_R29,11_25_R29,BRUROOTSTUDY2020_T011_L025_2020.09.30_105644_006_SAS.jpg,R29,11,25,2020.09.30,105644,6,SAS,2,0,51.6268,18.152,57.0263,0.3516,7.7749,51.6268,18.152,57.0263,0.3516,7.7749,7.0465,A,1,202,20,Alive
6_11_26_R12,11_26_R12,BRUROOTSTUDY2020_T011_L026_2020.09.30_105648_006_SAS.jpg,R12,11,26,2020.09.30,105648,6,SAS,2,0,42.1696,16.4623,51.7179,0.39038,7.8297,42.1696,16.4623,51.7179,0.39038,7.8297,7.3175,A,2,199,23,Alive
6_11_27_R23,11_27_R23,BRUROOTSTUDY2020_T011_L027_2020.09.30_105652_006_SAS.jpg,R23,11,27,2020.09.30,105652,6,SAS,2,0,56.8362,19.0848,59.9566,0.33579,8.5475,56.8362,19.0848,59.9566,0.33579,8.5475,8.1306,A,2,217,20,Alive
6_11_28_R3,11_28_R3,BRUROOTSTUDY2020_T011_L028_2020.09.30_105656_006_SAS.jpg,R3,11,28,2020.09.30,105656,6,SAS,1,0,41.5323,11.969,37.6016,0.28818,3.3184,41.5323,11.969,37.6016,0.28818,3.3184,1.6261,A,2,74,11,Alive
6_11_29_R1,11_29_R1,BRUROOTSTUDY2020_T011_L029_2020.09.30_105700_006_SAS.jpg,R1,11,29,2020.09.30,105700,6,SAS,1,0,44.5275,12.1149,38.06,0.27208,3.158,44.5275,12.1149,38.06,0.27208,3.158,3.5233,A,2,98,21,Alive
6_11_29_R20,11_29_R20,BRUROOTSTUDY2020_T011_L029_2020.09.30_105700_006_SAS.jpg,R20,11,29,2020.09.30,105700,6,SAS,2,0,41.3344,10.4025,32.6806,0.25167,2.4875,41.3344,10.4025,32.6806,0.25167,2.4875,3.7943,A,2,136,22,Alive
6_11_29_R52,11_29_R52,BRUROOTSTUDY2020_T011_L029_2020.09.30_105700_006_SAS.jpg,R52,11,29,2020.09.30,105700,6,SAS,3,0,40.7435,14.2078,44.6351,0.34870999999999996,4.8215,40.7435,14.2078,44.6351,0.34870999999999996,4.8215,2.4392,A,2,84,14,Alive
6_11_30_R13,11_30_R13,BRUROOTSTUDY2020_T011_L030_2020.09.30_105704_006_SAS.jpg,R13,11,30,2020.09.30,105704,6,SAS,2,0,46.6116,11.337,35.6162,0.24322,2.6218,46.6116,11.337,35.6162,0.24322,2.6218,3.7943,A,2,123,19,Alive
7_11_20_R24,11_20_R24,BRUROOTSTUDY2020_T011_L020_2020.10.28_105734_007_SAS.jpg,R24,11,20,2020.10.28,105734,7,SAS,2,0,42.6874,16.9466,53.2393,0.39699,8.3168,42.6874,16.9466,53.2393,0.39699,8.3168,7.3175,A,1,163,21,Alive
7_11_24_R33,11_24_R33,BRUROOTSTUDY2020_T011_L024_2020.10.28_105750_007_SAS.jpg,R33,11,24,2020.10.28,105750,7,SAS,3,0,44.6279,15.7175,49.378,0.35219,5.8524,44.6279,15.7175,49.378,0.35219,5.8524,6.5045,A,1,129,20,Alive
7_11_25_R29,11_25_R29,BRUROOTSTUDY2020_T011_L025_2020.10.28_105754_007_SAS.jpg,R29,11,25,2020.10.28,105754,7,SAS,2,0,41.4329,14.5639,45.7538,0.35150000000000003,6.3537,41.4329,14.5639,45.7538,0.35150000000000003,6.3537,2.1682,A,1,143,19,Alive
