obs_ID,root_ID,SampleId,RootName,Tube,Location,Date,Time,Session,DataGatherer,BirthSession,DeathSession,TotLength_mm,TotProjArea_mm2,TotSurfArea_mm2,TotAvgDiam_mm,TotVolume_mm3,Length_mm,ProjArea_mm2,SurfArea_mm2,AvgDiam_mm,Volume_mm3,TipDiam,TipLivStatus,HighestOrder,ExtPathLength,Altitude,root_status
5_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.08.25_094327_005_SAS.jpg,1,5,8,2020.08.25,94327,5,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,1.0982,0.0965,0.3031,0.08786000000000001,0.008,0.8131,D,0,4,4,Alive
5_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.08.25_094327_005_SAS.jpg,1,5,8,2020.08.25,94327,5,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,0.3664,0.0397,0.1248,0.10841,0.0034,0.8131,D,0,4,4,Dead
5_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.08.25_094327_005_SAS.jpg,R4,5,8,2020.08.25,94327,5,SAS,1,0,6.9686,1.7703,5.5617,0.25404,0.4162,2.3273,0.3911,1.2286,0.16804,0.0538,1.0841,A,1,12,8,Alive
5_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.08.25_094327_005_SAS.jpg,R4,5,8,2020.08.25,94327,5,SAS,1,0,6.9686,1.7703,5.5617,0.25404,0.4162,4.6413,1.3793,4.3331,0.29717,0.3624,1.0841,A,1,12,8,Dead
5_6_3_R22,6_3_R22,BRUROOTSTUDY2020_T006_L003_2020.08.27_095044_005_SAS.jpg,R22,6,3,2020.08.27,95044,5,SAS,2,0,3.4016,0.431,1.3541,0.12671,0.048,0.1205,0.0229,0.0718,0.18971,0.0034,1.8971,D,1,20,6,Alive
5_6_3_R22,6_3_R22,BRUROOTSTUDY2020_T006_L003_2020.08.27_095044_005_SAS.jpg,R22,6,3,2020.08.27,95044,5,SAS,2,0,3.4016,0.431,1.3541,0.12671,0.048,3.2811,0.4082,1.2823,0.1244,0.0446,1.8971,D,1,20,6,Dead
5_7_21_R3,7_21_R3,BRUROOTSTUDY2020_T007_L021_2020.08.27_100021_005_SAS.jpg,R3,7,21,2020.08.27,100021,5,SAS,1,0,1.2677,0.2061,0.6476,0.16261,0.0263,1.2677,0.2061,0.6476,0.16261,0.0263,1.6261,A,0,2,2,Alive
5_7_21_R3,7_21_R3,BRUROOTSTUDY2020_T007_L021_2020.08.27_100021_005_SAS.jpg,R3,7,21,2020.08.27,100021,5,SAS,1,3,11.6369,1.8923,5.9448,0.16261,0.2417,11.6369,1.8923,5.9448,0.16261,0.2417,1.6261,D,0,15,15,Dead
5_7_9_R3,7_9_R3,BRUROOTSTUDY2020_T007_L009_2020.08.27_095919_005_SAS.jpg,R3,7,9,2020.08.27,95919,5,SAS,1,0,0.4096,0.0777,0.2441,0.18971,0.0116,0.4096,0.0777,0.2441,0.18971,0.0116,1.8971,A,0,1,1,Alive
5_7_9_R3,7_9_R3,BRUROOTSTUDY2020_T007_L009_2020.08.27_095919_005_SAS.jpg,R3,7,9,2020.08.27,95919,5,SAS,1,0,3.9225,0.8417,2.6442,0.21458,0.1455,3.9225,0.8417,2.6442,0.21458,0.1455,2.7102,A,0,6,6,Alive
5_8_2_R13,8_2_R13,BRUROOTSTUDY2020_T008_L002_2020.08.27_100330_005_SAS.jpg,R13,8,2,2020.08.27,100330,5,SAS,3,0,3.4759,1.4452,4.5401,0.41577000000000003,0.4727,3.4759,1.4452,4.5401,0.41577000000000003,0.4727,3.7943,A,0,3,3,Alive
5_8_2_R13,8_2_R13,BRUROOTSTUDY2020_T008_L002_2020.08.27_100330_005_SAS.jpg,R13,8,2,2020.08.27,100330,5,SAS,2,0,1.0138,0.2473,0.7769,0.24392,0.0474,1.0138,0.2473,0.7769,0.24392,0.0474,2.4392,A,0,1,1,Alive
5_9_27_R1,9_27_R1,BRUROOTSTUDY2020_T009_L027_2020.08.27_100927_005_SAS.jpg,R1,9,27,2020.08.27,100927,5,SAS,1,0,1.1928,0.6465,2.0312,0.54204,0.2752,1.1928,0.6465,2.0312,0.54204,0.2752,5.4204,A,0,1,1,Alive
5_9_27_R1,9_27_R1,BRUROOTSTUDY2020_T009_L027_2020.08.27_100927_005_SAS.jpg,R1,9,27,2020.08.27,100927,5,SAS,1,5,13.9398,7.5559,23.7376,0.54204,3.2167,13.9398,7.5559,23.7376,0.54204,3.2167,5.4204,D,0,1,1,Dead
6_1_11_R1,1_11_R1,BRUROOTSTUDY2020_T001_L011_2020.09.30_092743_006_SAS.jpg,R1,1,11,2020.09.30,92743,6,SAS,1,0,2.8893,0.6784,2.1312,0.23479,0.1294,2.8893,0.6784,2.1312,0.23479,0.1294,1.6261,A,0,4,4,Alive
6_1_11_R1,1_11_R1,BRUROOTSTUDY2020_T001_L011_2020.09.30_092743_006_SAS.jpg,R1,1,11,2020.09.30,92743,6,SAS,1,0,7.7969,2.2692,7.1288,0.29103,0.5993,7.7969,2.2692,7.1288,0.29103,0.5993,4.6073,A,1,13,8,Alive
6_1_28_R1,1_28_R1,BRUROOTSTUDY2020_T001_L028_2020.09.30_092908_006_SAS.jpg,R1,1,28,2020.09.30,92908,6,SAS,1,0,1.9073,0.6819,2.1422,0.35752,0.2028,0.2317,0.1005,0.3157,0.43362999999999996,0.0342,4.3363,D,1,5,3,Alive
6_1_28_R1,1_28_R1,BRUROOTSTUDY2020_T001_L028_2020.09.30_092908_006_SAS.jpg,R1,1,28,2020.09.30,92908,6,SAS,1,0,1.9073,0.6819,2.1422,0.35752,0.2028,1.6755,0.5814,1.8265,0.34699,0.1686,4.3363,D,1,5,3,Dead
6_10_15_R5,10_15_R5,BRUROOTSTUDY2020_T010_L015_2020.09.30_105202_006_SAS.jpg,R5,10,15,2020.09.30,105202,6,SAS,1,0,13.2937,4.1256,12.9608,0.31034,1.1024,11.7481,3.8742,12.1712,0.32977,1.0703,3.7943,A,1,36,10,Alive
6_10_15_R5,10_15_R5,BRUROOTSTUDY2020_T010_L015_2020.09.30_105202_006_SAS.jpg,R5,10,15,2020.09.30,105202,6,SAS,1,0,13.2937,4.1256,12.9608,0.31034,1.1024,1.5456,0.2513,0.7896,0.16261,0.0321,3.7943,A,1,36,10,Gone
6_10_36_R18,10_36_R18,BRUROOTSTUDY2020_T010_L036_2020.09.30_105326_006_SAS.jpg,R18,10,36,2020.09.30,105326,6,SAS,4,0,6.3861,1.2351,3.8802,0.19341,0.1879,6.3861,1.2351,3.8802,0.19341,0.1879,1.8971,A,0,9,9,Alive
6_10_36_R18,10_36_R18,BRUROOTSTUDY2020_T010_L036_2020.09.30_105326_006_SAS.jpg,R18,10,36,2020.09.30,105326,6,SAS,5,6,3.666,1.4718,4.6239,0.40149,0.4802,3.666,1.4718,4.6239,0.40149,0.4802,0.542,G,0,5,5,Gone
6_10_39_R1,10_39_R1,BRUROOTSTUDY2020_T010_L039_2020.09.30_105338_006_SAS.jpg,R1,10,39,2020.09.30,105338,6,SAS,1,0,9.5513,2.5886,8.1323,0.27102,0.551,9.5513,2.5886,8.1323,0.27102,0.551,2.7102,A,0,10,10,Alive
6_10_39_R1,10_39_R1,BRUROOTSTUDY2020_T010_L039_2020.09.30_105338_006_SAS.jpg,R1,10,39,2020.09.30,105338,6,SAS,1,4,0.396,0.1073,0.3372,0.27102,0.0228,0.396,0.1073,0.3372,0.27102,0.0228,2.7102,D,0,1,1,Dead
6_11_11_R24,11_11_R24,BRUROOTSTUDY2020_T011_L011_2020.09.30_105548_006_SAS.jpg,R24,11,11,2020.09.30,105548,6,SAS,1,0,17.6968,4.0857,12.8357,0.23087,0.8816,0.2809,0.0914,0.287,0.32522,0.0233,3.2522,D,1,67,14,Alive
6_11_11_R24,11_11_R24,BRUROOTSTUDY2020_T011_L011_2020.09.30_105548_006_SAS.jpg,R24,11,11,2020.09.30,105548,6,SAS,1,0,17.6968,4.0857,12.8357,0.23087,0.8816,17.4159,3.9944,12.5487,0.22935,0.8583,3.2522,D,1,67,14,Dead
6_2_13_R1,2_13_R1,BRUROOTSTUDY2020_T002_L013_2020.09.30_093319_006_SAS.jpg,R1,2,13,2020.09.30,93319,6,SAS,1,0,7.3334,1.7604,5.5304,0.24005,0.3902,0.3241,0.1054,0.3311,0.32522,0.0269,1.6261,D,2,22,8,Alive
6_2_13_R1,2_13_R1,BRUROOTSTUDY2020_T002_L013_2020.09.30_093319_006_SAS.jpg,R1,2,13,2020.09.30,93319,6,SAS,1,0,7.3334,1.7604,5.5304,0.24005,0.3902,7.0093,1.655,5.1993,0.23611,0.3633,1.6261,D,2,22,8,Dead
6_2_26_R6,2_26_R6,BRUROOTSTUDY2020_T002_L026_2020.09.30_093418_006_SAS.jpg,R6,2,26,2020.09.30,93418,6,SAS,4,0,45.1373,7.3975,23.2399,0.16389,0.9877,45.1373,7.3975,23.2399,0.16389,0.9877,1.8971,A,2,246,43,Alive
6_2_26_R6,2_26_R6,BRUROOTSTUDY2020_T002_L026_2020.09.30_093418_006_SAS.jpg,R6,2,26,2020.09.30,93418,6,SAS,4,6,0.8962,0.1214,0.3815,0.13551,0.0129,0.8962,0.1214,0.3815,0.13551,0.0129,1.6261,D,0,1,1,Dead
6_2_3_R2,2_3_R2,BRUROOTSTUDY2020_T002_L003_2020.09.30_093225_006_SAS.jpg,R2,2,3,2020.09.30,93225,6,SAS,1,0,0.7405,0.1606,0.5044,0.21682,0.0273,0.7405,0.1606,0.5044,0.21682,0.0273,2.1682,A,0,1,1,Alive
6_2_3_R2,2_3_R2,BRUROOTSTUDY2020_T002_L003_2020.09.30_093225_006_SAS.jpg,R2,2,3,2020.09.30,93225,6,SAS,1,6,11.1737,2.3753,7.4622,0.21258,0.4426,11.1737,2.3753,7.4622,0.21258,0.4426,0.542,G,1,27,14,Gone
6_20_40_R10,20_40_R10,BRUROOTSTUDY2020_T020_L040_2020.09.30_115140_006_SAS.jpg,R10,20,40,2020.09.30,115140,6,SAS,1,0,1.958,0.4899,1.539,0.2502,0.0965,1.958,0.4899,1.539,0.2502,0.0965,2.1682,A,0,2,2,Alive
6_20_40_R10,20_40_R10,BRUROOTSTUDY2020_T020_L040_2020.09.30_115140_006_SAS.jpg,R10,20,40,2020.09.30,115140,6,SAS,1,0,4.0236,0.9586,3.0115,0.23824,0.1802,4.0236,0.9586,3.0115,0.23824,0.1802,2.4392,A,0,6,6,Alive
6_20_8_R3,20_8_R3,BRUROOTSTUDY2020_T020_L008_2020.09.30_114932_006_SAS.jpg,R3,20,8,2020.09.30,114932,6,SAS,1,0,0.3325,0.0901,0.2831,0.27102,0.0192,0.3325,0.0901,0.2831,0.27102,0.0192,2.7102,A,0,1,1,Alive
6_20_8_R3,20_8_R3,BRUROOTSTUDY2020_T020_L008_2020.09.30_114932_006_SAS.jpg,R3,20,8,2020.09.30,114932,6,SAS,1,4,0.9031,0.2448,0.7689,0.27102,0.0521,0.9031,0.2448,0.7689,0.27102,0.0521,2.7102,D,0,1,1,Dead
6_22_5_R10,22_5_R10,BRUROOTSTUDY2020_T022_L005_2020.09.30_120421_006_SAS.jpg,R10,22,5,2020.09.30,120421,6,SAS,1,0,3.1056,0.814,2.5572,0.2621,0.17,0.1347,0.0402,0.1261,0.29812,0.0094,2.9812,D,1,8,5,Alive
6_22_5_R10,22_5_R10,BRUROOTSTUDY2020_T022_L005_2020.09.30_120421_006_SAS.jpg,R10,22,5,2020.09.30,120421,6,SAS,1,0,3.1056,0.814,2.5572,0.2621,0.17,2.9709,0.7738,2.431,0.26047,0.1606,2.9812,D,1,8,5,Dead
6_23_27_R11,23_27_R11,BRUROOTSTUDY2020_T023_L027_2020.09.30_120948_006_SAS.jpg,R11,23,27,2020.09.30,120948,6,SAS,2,0,0.3241,0.0439,0.138,0.13551,0.0047,0.3241,0.0439,0.138,0.13551,0.0047,1.3551,A,0,1,1,Alive
6_23_27_R11,23_27_R11,BRUROOTSTUDY2020_T023_L027_2020.09.30_120948_006_SAS.jpg,R11,23,27,2020.09.30,120948,6,SAS,2,5,0.7377,0.1,0.314,0.13551,0.0106,0.7377,0.1,0.314,0.13551,0.0106,1.3551,D,0,2,2,Dead
6_23_27_R13,23_27_R13,BRUROOTSTUDY2020_T023_L027_2020.09.30_120948_006_SAS.jpg,R13,23,27,2020.09.30,120948,6,SAS,2,0,1.4048,0.3427,1.0765,0.24392,0.0656,1.4048,0.3427,1.0765,0.24392,0.0656,2.4392,A,0,2,2,Alive
6_23_27_R13,23_27_R13,BRUROOTSTUDY2020_T023_L027_2020.09.30_120948_006_SAS.jpg,R13,23,27,2020.09.30,120948,6,SAS,2,4,2.9131,0.6902,2.1683,0.23693,0.129,2.9131,0.6902,2.1683,0.23693,0.129,1.8971,D,0,7,7,Dead
6_3_38_R2,3_38_R2,BRUROOTSTUDY2020_T003_L038_2020.09.30_094852_006_SAS.jpg,R2,3,38,2020.09.30,94852,6,SAS,5,0,8.0897,1.1954,3.7555,0.14777,0.1507,6.0101,1.0007,3.1437,0.1665,0.1337,1.8971,A,1,21,8,Alive
6_3_38_R2,3_38_R2,BRUROOTSTUDY2020_T003_L038_2020.09.30_094852_006_SAS.jpg,R2,3,38,2020.09.30,94852,6,SAS,5,0,8.0897,1.1954,3.7555,0.14777,0.1507,2.0796,0.1947,0.6118,0.09365,0.0169,1.8971,A,1,21,8,Gone
6_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.09.30_100459_006_SAS.jpg,1,5,8,2020.09.30,100459,6,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,1.0982,0.0965,0.3031,0.08786000000000001,0.008,0.8131,D,0,4,4,Alive
6_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.09.30_100459_006_SAS.jpg,1,5,8,2020.09.30,100459,6,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,0.3664,0.0397,0.1248,0.10841,0.0034,0.8131,D,0,4,4,Dead
6_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.09.30_100459_006_SAS.jpg,R4,5,8,2020.09.30,100459,6,SAS,1,6,6.9686,1.7703,5.5617,0.25404,0.4162,4.6413,1.3793,4.3331,0.29717,0.3624,1.0841,G,1,12,8,Dead
6_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.09.30_100459_006_SAS.jpg,R4,5,8,2020.09.30,100459,6,SAS,1,6,6.9686,1.7703,5.5617,0.25404,0.4162,2.3273,0.3911,1.2286,0.16804,0.0538,1.0841,G,1,12,8,Gone
6_6_3_R22,6_3_R22,BRUROOTSTUDY2020_T006_L003_2020.09.30_100841_006_SAS.jpg,R22,6,3,2020.09.30,100841,6,SAS,2,0,3.4016,0.431,1.3541,0.12671,0.048,0.1205,0.0229,0.0718,0.18971,0.0034,1.8971,D,1,20,6,Alive
6_6_3_R22,6_3_R22,BRUROOTSTUDY2020_T006_L003_2020.09.30_100841_006_SAS.jpg,R22,6,3,2020.09.30,100841,6,SAS,2,0,3.4016,0.431,1.3541,0.12671,0.048,3.2811,0.4082,1.2823,0.1244,0.0446,1.8971,D,1,20,6,Dead
6_7_21_R3,7_21_R3,BRUROOTSTUDY2020_T007_L021_2020.09.30_103542_006_SAS.jpg,R3,7,21,2020.09.30,103542,6,SAS,1,0,1.2677,0.2061,0.6476,0.16261,0.0263,1.2677,0.2061,0.6476,0.16261,0.0263,1.6261,A,0,2,2,Alive
6_7_21_R3,7_21_R3,BRUROOTSTUDY2020_T007_L021_2020.09.30_103542_006_SAS.jpg,R3,7,21,2020.09.30,103542,6,SAS,1,3,11.6369,1.8923,5.9448,0.16261,0.2417,11.6369,1.8923,5.9448,0.16261,0.2417,1.6261,D,0,15,15,Dead
6_7_9_R3,7_9_R3,BRUROOTSTUDY2020_T007_L009_2020.09.30_103454_006_SAS.jpg,R3,7,9,2020.09.30,103454,6,SAS,1,0,0.4096,0.0777,0.2441,0.18971,0.0116,0.4096,0.0777,0.2441,0.18971,0.0116,1.8971,A,0,1,1,Alive
6_7_9_R3,7_9_R3,BRUROOTSTUDY2020_T007_L009_2020.09.30_103454_006_SAS.jpg,R3,7,9,2020.09.30,103454,6,SAS,1,6,3.9225,0.8417,2.6442,0.21458,0.1455,3.9225,0.8417,2.6442,0.21458,0.1455,2.7102,D,0,6,6,Dead
6_8_2_R13,8_2_R13,BRUROOTSTUDY2020_T008_L002_2020.09.30_103933_006_SAS.jpg,R13,8,2,2020.09.30,103933,6,SAS,2,0,1.5448,0.3768,1.1838,0.24392,0.0722,1.5448,0.3768,1.1838,0.24392,0.0722,2.4392,A,0,1,1,Alive
6_8_2_R13,8_2_R13,BRUROOTSTUDY2020_T008_L002_2020.09.30_103933_006_SAS.jpg,R13,8,2,2020.09.30,103933,6,SAS,3,6,3.4759,1.4452,4.5401,0.41577000000000003,0.4727,3.4759,1.4452,4.5401,0.41577000000000003,0.4727,3.7943,G,0,3,3,Gone
6_9_27_R1,9_27_R1,BRUROOTSTUDY2020_T009_L027_2020.09.30_104531_006_SAS.jpg,R1,9,27,2020.09.30,104531,6,SAS,1,0,1.1928,0.6465,2.0312,0.54204,0.2752,1.1928,0.6465,2.0312,0.54204,0.2752,5.4204,A,0,1,1,Alive
6_9_27_R1,9_27_R1,BRUROOTSTUDY2020_T009_L027_2020.09.30_104531_006_SAS.jpg,R1,9,27,2020.09.30,104531,6,SAS,1,5,13.9398,7.5559,23.7376,0.54204,3.2167,13.9398,7.5559,23.7376,0.54204,3.2167,5.4204,D,0,1,1,Dead
7_1_11_R1,1_11_R1,BRUROOTSTUDY2020_T001_L011_2020.10.28_100332_007_SAS.jpg,R1,1,11,2020.10.28,100332,7,SAS,1,0,2.8893,0.6784,2.1312,0.23479,0.1294,2.8893,0.6784,2.1312,0.23479,0.1294,1.6261,A,0,4,4,Alive
7_1_11_R1,1_11_R1,BRUROOTSTUDY2020_T001_L011_2020.10.28_100332_007_SAS.jpg,R1,1,11,2020.10.28,100332,7,SAS,1,7,7.7969,2.2692,7.1288,0.29103,0.5993,7.7969,2.2692,7.1288,0.29103,0.5993,4.6073,D,1,13,8,Dead
7_1_18_R1,1_18_R1,BRUROOTSTUDY2020_T001_L018_2020.10.28_100407_007_SAS.jpg,R1,1,18,2020.10.28,100407,7,SAS,7,0,3.3185,0.5413,1.7007,0.16313,0.073,3.3185,0.5413,1.7007,0.16313,0.073,0.271,A,0,14,14,Alive
7_1_18_R1,1_18_R1,BRUROOTSTUDY2020_T001_L018_2020.10.28_100407_007_SAS.jpg,R1,1,18,2020.10.28,100407,7,SAS,6,0,9.5191,2.3617,7.4196,0.24811,0.4721,9.5191,2.3617,7.4196,0.24811,0.4721,1.0841,A,1,35,17,Alive
7_1_28_R1,1_28_R1,BRUROOTSTUDY2020_T001_L028_2020.10.28_100457_007_SAS.jpg,R1,1,28,2020.10.28,100457,7,SAS,1,0,1.9073,0.6819,2.1422,0.35752,0.2028,0.2317,0.1005,0.3157,0.43362999999999996,0.0342,4.3363,D,1,5,3,Alive
7_1_28_R1,1_28_R1,BRUROOTSTUDY2020_T001_L028_2020.10.28_100457_007_SAS.jpg,R1,1,28,2020.10.28,100457,7,SAS,1,0,1.9073,0.6819,2.1422,0.35752,0.2028,1.6755,0.5814,1.8265,0.34699,0.1686,4.3363,D,1,5,3,Dead
7_10_36_R18,10_36_R18,BRUROOTSTUDY2020_T010_L036_2020.10.28_105203_007_SAS.jpg,R18,10,36,2020.10.28,105203,7,SAS,5,6,4.1735,1.4656,4.6042,0.35116000000000003,0.4281,4.1735,1.4656,4.6042,0.35116000000000003,0.4281,1.3551,A,0,5,5,Alive
7_10_36_R18,10_36_R18,BRUROOTSTUDY2020_T010_L036_2020.10.28_105203_007_SAS.jpg,R18,10,36,2020.10.28,105203,7,SAS,4,0,6.3861,1.2351,3.8802,0.19341,0.1879,6.3861,1.2351,3.8802,0.19341,0.1879,1.8971,A,0,9,9,Alive
7_10_39_R1,10_39_R1,BRUROOTSTUDY2020_T010_L039_2020.10.28_105216_007_SAS.jpg,R1,10,39,2020.10.28,105216,7,SAS,1,0,2.856,0.774,2.4317,0.27102,0.1648,2.856,0.774,2.4317,0.27102,0.1648,2.7102,A,0,3,3,Alive
7_10_39_R1,10_39_R1,BRUROOTSTUDY2020_T010_L039_2020.10.28_105216_007_SAS.jpg,R1,10,39,2020.10.28,105216,7,SAS,1,4,0.396,0.1073,0.3372,0.27102,0.0228,0.396,0.1073,0.3372,0.27102,0.0228,2.7102,D,0,1,1,Dead
7_11_11_R24,11_11_R24,BRUROOTSTUDY2020_T011_L011_2020.10.28_105658_007_SAS.jpg,R24,11,11,2020.10.28,105658,7,SAS,1,0,17.6968,4.0857,12.8357,0.23087,0.8816,0.2809,0.0914,0.287,0.32522,0.0233,3.2522,D,1,67,14,Alive
7_11_11_R24,11_11_R24,BRUROOTSTUDY2020_T011_L011_2020.10.28_105658_007_SAS.jpg,R24,11,11,2020.10.28,105658,7,SAS,1,0,17.6968,4.0857,12.8357,0.23087,0.8816,17.4159,3.9944,12.5487,0.22935,0.8583,3.2522,D,1,67,14,Dead
7_2_13_R1,2_13_R1,BRUROOTSTUDY2020_T002_L013_2020.10.28_100839_007_SAS.jpg,R1,2,13,2020.10.28,100839,7,SAS,1,0,7.3334,1.7604,5.5304,0.24005,0.3902,0.3241,0.1054,0.3311,0.32522,0.0269,1.6261,D,2,22,8,Alive
7_2_13_R1,2_13_R1,BRUROOTSTUDY2020_T002_L013_2020.10.28_100839_007_SAS.jpg,R1,2,13,2020.10.28,100839,7,SAS,1,0,7.3334,1.7604,5.5304,0.24005,0.3902,7.0093,1.655,5.1993,0.23611,0.3633,1.6261,D,2,22,8,Dead
7_2_26_R6,2_26_R6,BRUROOTSTUDY2020_T002_L026_2020.10.28_100944_007_SAS.jpg,R6,2,26,2020.10.28,100944,7,SAS,4,0,39.3763,6.4435,20.2427,0.16364,0.8626,39.3763,6.4435,20.2427,0.16364,0.8626,0.8131,A,2,197,42,Alive
7_2_26_R6,2_26_R6,BRUROOTSTUDY2020_T002_L026_2020.10.28_100944_007_SAS.jpg,R6,2,26,2020.10.28,100944,7,SAS,4,6,0.8962,0.1214,0.3815,0.13551,0.0129,0.8962,0.1214,0.3815,0.13551,0.0129,1.6261,D,0,1,1,Dead
7_2_3_R2,2_3_R2,BRUROOTSTUDY2020_T002_L003_2020.10.28_100749_007_SAS.jpg,R2,2,3,2020.10.28,100749,7,SAS,1,0,0.7405,0.1606,0.5044,0.21682,0.0273,0.7405,0.1606,0.5044,0.21682,0.0273,2.1682,A,0,1,1,Alive
7_2_3_R2,2_3_R2,BRUROOTSTUDY2020_T002_L003_2020.10.28_100749_007_SAS.jpg,R2,2,3,2020.10.28,100749,7,SAS,1,0,5.1519,1.4578,4.5799,0.28296,0.3292,5.1519,1.4578,4.5799,0.28296,0.3292,1.8971,A,1,12,9,Alive
7_20_2_R23,20_2_R23,BRUROOTSTUDY2020_T020_L002_2020.10.28_122726_007_SAS.jpg,R23,20,2,2020.10.28,122726,7,SAS,5,0,1.1372,0.339,1.065,0.29812,0.0794,1.1372,0.339,1.065,0.29812,0.0794,2.9812,A,0,1,1,Alive
7_20_2_R23,20_2_R23,BRUROOTSTUDY2020_T020_L002_2020.10.28_122726_007_SAS.jpg,R23,20,2,2020.10.28,122726,7,SAS,5,7,0.8184,0.244,0.7665,0.29812,0.0571,0.8184,0.244,0.7665,0.29812,0.0571,2.9812,D,0,1,1,Dead
7_20_40_R10,20_40_R10,BRUROOTSTUDY2020_T020_L040_2020.10.28_123113_007_SAS.jpg,R10,20,40,2020.10.28,123113,7,SAS,1,0,1.958,0.4899,1.539,0.2502,0.0965,1.958,0.4899,1.539,0.2502,0.0965,2.1682,A,0,2,2,Alive
7_20_40_R10,20_40_R10,BRUROOTSTUDY2020_T020_L040_2020.10.28_123113_007_SAS.jpg,R10,20,40,2020.10.28,123113,7,SAS,1,0,4.0236,0.9586,3.0115,0.23824,0.1802,4.0236,0.9586,3.0115,0.23824,0.1802,2.4392,A,0,6,6,Alive
7_20_8_R3,20_8_R3,BRUROOTSTUDY2020_T020_L008_2020.10.28_122751_007_SAS.jpg,R3,20,8,2020.10.28,122751,7,SAS,1,0,0.3325,0.0901,0.2831,0.27102,0.0192,0.3325,0.0901,0.2831,0.27102,0.0192,2.7102,A,0,1,1,Alive
7_20_8_R3,20_8_R3,BRUROOTSTUDY2020_T020_L008_2020.10.28_122751_007_SAS.jpg,R3,20,8,2020.10.28,122751,7,SAS,1,4,0.9031,0.2448,0.7689,0.27102,0.0521,0.9031,0.2448,0.7689,0.27102,0.0521,2.7102,D,0,1,1,Dead
7_22_5_R10,22_5_R10,BRUROOTSTUDY2020_T022_L005_2020.10.28_124748_007_SAS.jpg,R10,22,5,2020.10.28,124748,7,SAS,1,0,3.1056,0.814,2.5572,0.2621,0.17,0.1347,0.0402,0.1261,0.29812,0.0094,2.9812,D,1,8,5,Alive
7_22_5_R10,22_5_R10,BRUROOTSTUDY2020_T022_L005_2020.10.28_124748_007_SAS.jpg,R10,22,5,2020.10.28,124748,7,SAS,1,0,3.1056,0.814,2.5572,0.2621,0.17,2.9709,0.7738,2.431,0.26047,0.1606,2.9812,D,1,8,5,Dead
7_23_27_R11,23_27_R11,BRUROOTSTUDY2020_T023_L027_2020.10.28_125336_007_SAS.jpg,R11,23,27,2020.10.28,125336,7,SAS,2,0,0.3241,0.0439,0.138,0.13551,0.0047,0.3241,0.0439,0.138,0.13551,0.0047,1.3551,A,0,1,1,Alive
7_23_27_R11,23_27_R11,BRUROOTSTUDY2020_T023_L027_2020.10.28_125336_007_SAS.jpg,R11,23,27,2020.10.28,125336,7,SAS,2,5,0.7377,0.1,0.314,0.13551,0.0106,0.7377,0.1,0.314,0.13551,0.0106,1.3551,D,0,2,2,Dead
7_23_27_R13,23_27_R13,BRUROOTSTUDY2020_T023_L027_2020.10.28_125336_007_SAS.jpg,R13,23,27,2020.10.28,125336,7,SAS,2,0,1.4048,0.3427,1.0765,0.24392,0.0656,1.4048,0.3427,1.0765,0.24392,0.0656,2.4392,A,0,2,2,Alive
7_23_27_R13,23_27_R13,BRUROOTSTUDY2020_T023_L027_2020.10.28_125336_007_SAS.jpg,R13,23,27,2020.10.28,125336,7,SAS,2,4,2.9131,0.6902,2.1683,0.23693,0.129,2.9131,0.6902,2.1683,0.23693,0.129,1.8971,D,0,7,7,Dead
7_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.10.28_102452_007_SAS.jpg,1,5,8,2020.10.28,102452,7,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,1.0982,0.0965,0.3031,0.08786000000000001,0.008,0.8131,D,0,4,4,Alive
7_5_8_1,5_8_1,BRUROOTSTUDY2020_T005_L008_2020.10.28_102452_007_SAS.jpg,1,5,8,2020.10.28,102452,7,SAS,0,0,1.4646,0.1362,0.4279,0.093,0.0114,0.3664,0.0397,0.1248,0.10841,0.0034,0.8131,D,0,4,4,Dead
7_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.10.28_102452_007_SAS.jpg,R4,5,8,2020.10.28,102452,7,SAS,1,6,6.9686,1.7703,5.5617,0.25404,0.4162,4.6413,1.3793,4.3331,0.29717,0.3624,1.0841,G,1,12,8,Dead
7_5_8_R4,5_8_R4,BRUROOTSTUDY2020_T005_L008_2020.10.28_102452_007_SAS.jpg,R4,5,8,2020.10.28,102452,7,SAS,1,6,6.9686,1.7703,5.5617,0.25404,0.4162,2.3273,0.3911,1.2286,0.16804,0.0538,1.0841,G,1,12,8,Gone
